geometry,latitude,longitude,cod_evento,circoscriz,data_event,causa,tipologia,civico_eve,cod_via,denominazi,x,y
"{""type"":""Point"",""coordinates"":[656992.472,4553677.601]}",4553677.601,656992.472,424,1,14/10/2017,dissesto marciapiede,caduta pedone,,700021390,VIA SPARANO DA BARI,656992.472,4553677.601
"{""type"":""Point"",""coordinates"":[656980.047,4553673.634]}",4553673.634,656980.047,425,1,14/03/2017,altro - lavori,caduta pedone,159,700021390,VIA SPARANO DA BARI,656980.047,4553673.634
"{""type"":""Point"",""coordinates"":[656946.102,4554030.276]}",4554030.276,656946.102,426,1,02/03/2017,dissesto marciapiede,caduta pedone,99,700021390,VIA SPARANO DA BARI,656946.102,4554030.276
"{""type"":""Point"",""coordinates"":[656945.813,4554033.13]}",4554033.13,656945.813,427,1,31/08/2017,dissesto manto stradale,caduta pedone,97,700021390,VIA SPARANO DA BARI,656945.813,4554033.13
"{""type"":""Point"",""coordinates"":[657585.575,4552018.702]}",4552018.702,657585.575,428,2,14/06/2017,dissesto marciapiede,caduta pedone,48,700021312,VIA STEFANO JACINI,657585.575,4552018.702
"{""type"":""Point"",""coordinates"":[661036.351,4551902.59]}",4551902.59,661036.351,429,1,12/01/2017,dissesto manto stradale,caduta pedone,,700021219,VIA TEN. CESARE SUGLIA,661036.351,4551902.59
"{""type"":""Point"",""coordinates"":[655489.332,4554100.27]}",4554100.27,655489.332,430,1,17/05/2017,tombino,caduta pedone,,700022190,VIA TEN. TOMMASO PORCELLI,655489.332,4554100.27
"{""type"":""Point"",""coordinates"":[650000.857,4553651.43]}",4553651.43,650000.857,433,3,10/03/2017,dissesto manto stradale,danni auto,,700021217,VIA TRENTINO ALTO ADIGE,650000.857,4553651.43
"{""type"":""Point"",""coordinates"":[657484.353,4553390.047]}",4553390.047,657484.353,434,2,24/02/2017,dissesto marciapiede,caduta pedone,36,700022311,VIA TRENTO,657484.353,4553390.047
"{""type"":""Point"",""coordinates"":[656962.675,4547396.951]}",4547396.951,656962.675,435,4,30/04/2017,dissesto marciapiede,caduta pedone,35,700021223,VIA TRENTO,656962.675,4547396.951
"{""type"":""Point"",""coordinates"":[656991.853,4547729.106]}",4547729.106,656991.853,436,4,14/04/2017,dissesto marciapiede,caduta pedone,1,700021283,VIA UMBERTO I,656991.853,4547729.106
"{""type"":""Point"",""coordinates"":[657026.862,4547566.426]}",4547566.426,657026.862,437,4,22/05/2017,dissesto marciapiede,caduta pedone,92,700021283,VIA UMBERTO I,657026.862,4547566.426
"{""type"":""Point"",""coordinates"":[655630.005,4545166.165]}",4545166.165,655630.005,438,4,11/08/2017,dissesto marciapiede,caduta pedone,31,700021201,VIA UMBERTO MINERVINI,655630.005,4545166.165
"{""type"":""Point"",""coordinates"":[650579.385,4553792.97]}",4553792.97,650579.385,439,3,14/08/2017,dissesto manto stradale,caduta pedone,9,700022760,VIA UMBRIA,650579.385,4553792.97
"{""type"":""Point"",""coordinates"":[648354.043,4556742.316]}",4556742.316,648354.043,440,5,01/07/2017,dissesto manto stradale,caduta pedone,,720012213,VIA VINCENZO MARTELLOTTA,648354.043,4556742.316
"{""type"":""Point"",""coordinates"":[648866.738,4557530.396]}",4557530.396,648866.738,441,5,15/03/2017,tombino,danni auto,1/A,700021253,VIA VINCENZO RANIERI,648866.738,4557530.396
"{""type"":""Point"",""coordinates"":[654116.384,4551628.406]}",4551628.406,654116.384,443,2,28/07/2017,dissesto manto stradale,danni auto,44,720012076,VIA VINCENZO SASSANELLI,654116.384,4551628.406
"{""type"":""Point"",""coordinates"":[657075.359,4553405.016]}",4553405.016,657075.359,444,2,20/10/2017,dissesto marciapiede,caduta pedone,37,700021010,VIA VITANTONIO DE BELLIS,657075.359,4553405.016
"{""type"":""Point"",""coordinates"":[656815.978,4547353.879]}",4547353.879,656815.978,445,4,31/03/2017,dissesto manto stradale,caduta pedone,55,700021182,VIA VITTORIO VENETO,656815.978,4547353.879
"{""type"":""Point"",""coordinates"":[655231.2,4545004.689]}",4545004.689,655231.2,446,4,26/01/2017,dissesto marciapiede,caduta pedone,2,700022744,VIA VITTORIO VENETO,655231.2,4545004.689
"{""type"":""Point"",""coordinates"":[657501.666,4552376.766]}",4552376.766,657501.666,447,2,09/05/2017,dissesto manto stradale,caduta con ciclomotore,,700021814,VIA GIUSEPPE ZANARDELLI,657501.666,4552376.766
"{""type"":""Point"",""coordinates"":[645794.287,4557792.93]}",4557792.93,645794.287,448,5,28/07/2017,dissesto manto stradale,caduta pedone,10,720010255,VIALE CARAVELLA,645794.287,4557792.93
"{""type"":""Point"",""coordinates"":[645782.147,4558048.02]}",4558048.02,645782.147,449,5,03/08/2017,dissesto manto stradale,caduta pedone,4,720010255,VIALE CARAVELLA,645782.147,4558048.02
"{""type"":""Point"",""coordinates"":[655326.781,4554079.557]}",4554079.557,655326.781,450,2,31/05/2017,dissesto manto stradale,caduta pedone,,700021289,VIA REPUBBLICA NAPOLETANA,655326.781,4554079.557
"{""type"":""Point"",""coordinates"":[655380.703,4554048.025]}",4554048.025,655380.703,451,2,29/07/2017,dissesto marciapiede,caduta pedone,110,700021289,VIA REPUBBLICA NAPOLETANA,655380.703,4554048.025
"{""type"":""Point"",""coordinates"":[655380.703,4554048.025]}",4554048.025,655380.703,452,2,21/09/2017,dissesto marciapiede,caduta pedone,141,700021289,VIA REPUBBLICA NAPOLETANA,655380.703,4554048.025
"{""type"":""Point"",""coordinates"":[650347.679,4553871.95]}",4553871.95,650347.679,454,3,26/01/2017,dissesto manto stradale,caduta pedone,,720011260,VIALE DELLE REGIONI,650347.679,4553871.95
"{""type"":""Point"",""coordinates"":[650347.679,4553871.95]}",4553871.95,650347.679,455,3,21/01/2017,dissesto manto stradale,danni auto,,720011260,VIALE DELLE REGIONI,650347.679,4553871.95
"{""type"":""Point"",""coordinates"":[650347.679,4553871.95]}",4553871.95,650347.679,456,3,03/05/2017,dissesto manto stradale,caduta pedone,,720011260,VIALE DELLE REGIONI,650347.679,4553871.95
"{""type"":""Point"",""coordinates"":[650347.679,4553871.95]}",4553871.95,650347.679,457,3,24/04/2017,dissesto marciapiede,caduta pedone,,720011260,VIALE DELLE REGIONI,650347.679,4553871.95
"{""type"":""Point"",""coordinates"":[650347.679,4553871.95]}",4553871.95,650347.679,458,3,02/06/2017,dissesto marciapiede,caduta pedone,,720011260,VIALE DELLE REGIONI,650347.679,4553871.95
"{""type"":""Point"",""coordinates"":[656361.745,4552939.699]}",4552939.699,656361.745,459,2,06/07/2017,dissesto marciapiede,caduta pedone,,700021583,VIALE ENNIO QUINTO,656361.745,4552939.699
"{""type"":""Point"",""coordinates"":[647971.853,4556981.557]}",4556981.557,647971.853,460,5,03/08/2017,altro - scivolo per disabili,caduta pedone,69,700021399,VIALE GINO PRIOLO,647971.853,4556981.557
"{""type"":""Point"",""coordinates"":[666983.093,4550668.302]}",4550668.302,666983.093,461,1,19/01/2017,dissesto manto stradale,caduta pedone,,720011484,VIALE GROTTA DELLA REGINA,666983.093,4550668.302
"{""type"":""Point"",""coordinates"":[659154.809,4553171.804]}",4553171.804,659154.809,462,1,23/02/2017,tombino,caduta pedone,142,720012241,VIALE JAPIGIA,659154.809,4553171.804
"{""type"":""Point"",""coordinates"":[657135.884,4551621.108]}",4551621.108,657135.884,463,2,28/10/2017,dissesto marciapiede,caduta pedone,83A/1,700022152,VIALE JOHN FITZGERALD KENNEDY,657135.884,4551621.108
"{""type"":""Point"",""coordinates"":[658432.327,4551940.96]}",4551940.96,658432.327,464,2,16/02/2017,dissesto manto stradale,caduta con motociclo,,700021175,VIALE LUIGI EINAUDI,658432.327,4551940.96
"{""type"":""Point"",""coordinates"":[658432.327,4551940.96]}",4551940.96,658432.327,465,2,16/02/2017,dissesto manto stradale,caduta con motociclo,,700021175,VIALE LUIGI EINAUDI,658432.327,4551940.96
"{""type"":""Point"",""coordinates"":[658432.327,4551940.96]}",4551940.96,658432.327,466,2,01/03/2017,dissesto marciapiede,caduta pedone,,700021175,VIALE LUIGI EINAUDI,658432.327,4551940.96
"{""type"":""Point"",""coordinates"":[658432.327,4551940.96]}",4551940.96,658432.327,467,2,19/09/2017,dissesto marciapiede,caduta pedone,,700021175,VIALE LUIGI EINAUDI,658432.327,4551940.96
"{""type"":""Point"",""coordinates"":[658312.467,4551861.895]}",4551861.895,658312.467,468,2,01/06/2017,dissesto manto stradale,caduta pedone,51,700021175,VIALE LUIGI EINAUDI,658312.467,4551861.895
"{""type"":""Point"",""coordinates"":[656213.19,4552591.866]}",4552591.866,656213.19,469,2,21/02/2017,dissesto marciapiede,caduta pedone,11/C,720011663,VIALE ORAZIO FLACCO,656213.19,4552591.866
"{""type"":""Point"",""coordinates"":[656097.199,4552156.29]}",4552156.29,656097.199,470,2,03/07/2017,dissesto marciapiede,caduta pedone,65,720011663,VIALE ORAZIO FLACCO,656097.199,4552156.29
"{""type"":""Point"",""coordinates"":[656215.953,4552346.41]}",4552346.41,656215.953,471,2,22/04/2017,dissesto manto stradale,caduta pedone,,700021191,VIALE PAPA GIOVANNI XXIII,656215.953,4552346.41
"{""type"":""Point"",""coordinates"":[653785.027,4555084.46]}",4555084.46,653785.027,472,3,16/06/2017,dissesto manto stradale,caduta pedone,,720010431,VIALE SAVERIO MERCADANTE,653785.027,4555084.46
"{""type"":""Point"",""coordinates"":[657285.472,4553274.098]}",4553274.098,657285.472,473,2,16/02/2017,altro - lavori,caduta con motociclo,34,720010644,VIALE UNITA' D'ITALIA,657285.472,4553274.098
"{""type"":""Point"",""coordinates"":[657285.472,4553274.098]}",4553274.098,657285.472,474,2,16/02/2017,altro - lavori,caduta con motociclo,34,720010644,VIALE UNITA' D'ITALIA,657285.472,4553274.098
"{""type"":""Point"",""coordinates"":[657292.168,4553219.606]}",4553219.606,657292.168,475,2,26/02/2017,dissesto marciapiede,caduta pedone,38,720010644,VIALE UNITA' D'ITALIA,657292.168,4553219.606
