Data incidente,Latitudine,Longitudine,Centro abitato,Tipo di strada,Caratteristiche della strada,Stato fondo stradale,Tipo pavimentazione,Condizioni meteo,Condizioni traffico,Danni a cose,Incidente con lesioni,Inviata ore,Sul posto ore
30/10/2023,41.10794,16.89573,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,10:02,10:07
30/10/2023,41.12301,16.79953,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,11:50,12:05
30/10/2023,41.12392,16.87254,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,13:15,13:25
30/10/2023,41.12534,16.86935,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,13:00,13:15
30/10/2023,41.04602,16.85116,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,14:15,14:27
30/10/2023,41.09317,16.87044,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
30/10/2023,41.1284,16.83764,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,17:10,17:20
30/10/2023,41.15204,16.77085,no,Statale,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,17:30,17:45
30/10/2023,41.12605,16.86769,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,17:40,17:48
30/10/2023,41.09907,16.86678,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,19:00,19:10
30/10/2023,41.10449,16.87167,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,19:45,20:00
30/10/2023,41.11955177,16.86464451,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,20:10,20:20
30/10/2023,41.15621,16.74863,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,21:30,21:00
30/10/2023,41.06607958,16.86585956,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,23:15,23:25
31/10/2023,41.11394,16.84876,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Nuvoloso,Intenso,no,si,09:50,10:00
31/10/2023,41.11488,16.86433,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,10:15,10:30
31/10/2023,41.11392,16.89066,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,11:00,11:10
31/10/2023,41.10717,16.8699,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,11:30,11:50
31/10/2023,41.0713349,16.87172141,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,14:30,14:40
31/10/2023,41.11807,16.85902,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,15:30,15:40
31/10/2023,41.1052,16.91875,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,15:55,16:15
31/10/2023,41.10491,16.91745,si,Strada Urbana,Intersezione stradale segnalata,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,18:25,18:30
31/10/2023,41.09323,16.86035,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Sereno,Intenso,no,no,19:15,19:25
31/10/2023,41.1062,16.89982,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Scarso,no,si,21:20,21:30
01/11/2023,41.09492,16.89756,no,Statale,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Scarso,no,no,03:00,03:05
01/11/2023,41.12005,16.87264,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,04:55,05:00
01/11/2023,41.12844,16.86234,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,11:40,11:50
01/11/2023,41.1256601,16.8479774,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,14:15,14:30
01/11/2023,41.11309,16.89243,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,no,17:30,17:40
01/11/2023,41.11885,16.78836,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,18:05,18:10
01/11/2023,41.12463,16.87476,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,si,19:50,20:00
01/11/2023,41.13709,16.84235,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,20:40,21:00
02/11/2023,41.10066692,16.8728047,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,02:05,02:15
02/11/2023,41.10712,16.87411,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,09:05,09:15
02/11/2023,41.11177534,16.86743915,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,09:10,09:20
02/11/2023,41.10753,16.87881,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,10:15,10:30
02/11/2023,41.1339,16.78866,si,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,no,11:40,11:50
02/11/2023,41.11354,16.88112,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,12:00,12:17
02/11/2023,41.12913,16.83478,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,13:10,13:30
02/11/2023,41.09083,16.86996,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,17:00,17:10
02/11/2023,41.1288,16.8359,si,Strada Urbana,Rettilineo,Sdrucciolevole (pietrisco),Strada pavimentata dissestata,Sereno,Scarso,no,si,17:30,17:40
02/11/2023,41.11174,16.87498,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,18:50,19:00
02/11/2023,41.12396,16.86855,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,20:20,20:30
02/11/2023,41.10462,16.9011,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:00,00:00
02/11/2023,41.12247,16.87903,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,23:05,23:15
03/11/2023,41.10696,16.88462,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Intenso,no,si,08:32,08:45
03/11/2023,41.10979,16.84863,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,08:50,09:00
03/11/2023,41.12232,16.86331,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,10:40,11:10
03/11/2023,41.11835,16.86362,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,12:20,12:35
03/11/2023,41.12837,16.78233,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,15:00,15:15
03/11/2023,41.10948,16.89199,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,17:40,17:50
03/11/2023,41.10662787,16.88089939,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,21:55,22:05
04/11/2023,41.12229,16.87367,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,11:00,11:10
04/11/2023,41.12004,16.87264,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,10:45,10:55
04/11/2023,41.15054,16.75854,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,14:55,15:05
04/11/2023,41.12392,16.81379,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,16:00,16:10
04/11/2023,41.12242722,16.87598988,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,16:45,17:05
04/11/2023,41.10139,16.86075,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,20:15,20:30
05/11/2023,41.0978865,16.886681,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,01:30,01:40
05/11/2023,41.11587,16.84885,si,Strada Urbana,Curva senza visuale libera,Asciutto,Asfaltata,Sereno,Scarso,no,no,08:25,08:45
05/11/2023,41.12606,16.86929,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,18:15,18:20
05/11/2023,41.09591,16.82123,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,18:40,18:55
06/11/2023,41.1358,16.8121,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,si,no,00:45,00:55
06/11/2023,41.12612,16.871,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Scarso,no,si,03:05,03:15
06/11/2023,41.10603,16.86766,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,10:10,10:20
06/11/2023,41.12311,16.85864,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,13:34,13:40
06/11/2023,41.0955233,16.9441159,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,10:30,10:45
06/11/2023,41.1067,16.91506,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,si,no,11:00,11:15
06/11/2023,41.1118,16.84875,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,10:45,10:55
06/11/2023,41.04119,16.84942,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,11:30,11:40
06/11/2023,41.13068,16.83782,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,si,11:35,11:45
06/11/2023,41.12356,16.81086,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,14:15,14:20
06/11/2023,41.11432,16.85104,si,Strada Urbana,Incrocio,Asciutto,Strada pavimentata dissestata,Sereno,Intenso,no,no,14:30,14:40
06/11/2023,41.10935,16.90793,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,17:00,17:05
06/11/2023,41.12551,16.87205,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,18:10,18:20
06/11/2023,41.08417,16.84752,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,no,18:25,18:35
06/11/2023,41.0756247,16.8675748,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,19:30,19:50
06/11/2023,41.10449,16.87789,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,20:30,20:00
06/11/2023,41.11823,16.86235,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,21:20,21:30
07/11/2023,41.1249269,16.7953834,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:55,01:05
07/11/2023,41.128945,16.8521647,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,no,15:20,15:35
07/11/2023,41.12522,16.81522,no,Comunale extraurbana,Curva senza visuale libera,Bagnato (pioggia),Asfaltata,Nuvoloso,Scarso,no,no,15:15,15:25
07/11/2023,41.10397,16.86465,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,19:45,19:55
08/11/2023,41.10227998,16.86700565,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Intenso,no,si,07:40,07:50
08/11/2023,41.11300534,16.89270533,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,13:30,13:40
08/11/2023,41.11829,16.78146,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,12:50,13:00
08/11/2023,41.11301,16.8311,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,14:35,14:55
08/11/2023,41.07525,16.86451,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,15:15,15:30
08/11/2023,41.11415,16.84293,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,16:00,16:10
08/11/2023,41.13836,16.81551,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,16:30,16:35
08/11/2023,41.12003,16.87261,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Intenso,no,si,16:45,16:55
08/11/2023,41.08767,16.99471,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,17:45,18:15
08/11/2023,41.0674646,16.8627649,si,Strada Urbana,Intersezione semaforizzata,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,17:55,18:10
08/11/2023,41.07329,16.85848,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,18:50,19:00
09/11/2023,41.1094155,16.8738804,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,05:30,05:40
09/11/2023,41.12459,16.79336,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,10:15,10:20
09/11/2023,41.10303,16.87919,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,11:00,11:10
09/11/2023,41.13725,16.81376,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,11:10,11:20
09/11/2023,41.12397,16.86811,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,12:35,12:45
09/11/2023,41.10222,16.93587,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,13:15,13:20
09/11/2023,41.10954,16.89138,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,13:10,13:20
09/11/2023,41.13167,16.83409,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,14:10,14:20
09/11/2023,41.1053686,16.860925,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,15:15,15:30
09/11/2023,41.12897,16.87293,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,17:06,17:10
09/11/2023,41.12874,16.79935,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,17:20,17:35
09/11/2023,41.10703,16.87387,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,17:40,17:50
09/11/2023,41.1124969,16.8302154,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,18:30,18:50
09/11/2023,41.11241,16.89389,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,18:30,18:35
09/11/2023,41.10473,16.91706,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,20:30,20:38
10/11/2023,41.10775,16.87039,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,si,no,07:30,07:45
10/11/2023,41.1086219,16.8958203,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Nuvoloso,Scarso,no,si,08:11,08:20
10/11/2023,41.13414,16.81851,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,09:10,09:25
10/11/2023,41.10061539,16.8754624,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,14:35,15:00
10/11/2023,41.11952,16.86377,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,16:30,16:45
10/11/2023,41.12518,16.85283,si,Strada Urbana,Rettilineo,Asciutto,Strada pavimentata dissestata,Sereno,Intenso,no,si,17:50,18:10
10/11/2023,41.09687,16.85435,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,20:48,21:20
10/11/2023,41.1109,16.87208,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,20:15,20:25
10/11/2023,41.12203,16.8587,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,20:47,21:05
10/11/2023,41.12365,16.85313,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,00:15,00:30
10/11/2023,41.12574,16.86767,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,00:15,00:25
11/11/2023,41.11368,16.88066,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,02:50,02:55
11/11/2023,41.1281,16.79753,si,Strada Urbana,Curva a visuale libera,Sdrucciolevole (pietrisco),Asfaltata,Sereno,Normale,no,no,00:00,00:00
11/11/2023,41.09253,16.96155,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,13:15,13:25
11/11/2023,41.11824,16.86257,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,14:00,14:15
11/11/2023,41.13818,16.81007,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,18:35,19:00
11/11/2023,41.06101,16.86668,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,18:46,18:59
11/11/2023,41.10712308,16.87410989,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,21:45,21:50
11/11/2023,41.10572627,16.88612283,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,22:55,23:00
12/11/2023,41.09157,16.84911,no,Comunale extraurbana,Intersezione non regolata/non segnalata,Asciutto,Asfaltata,Sereno,Scarso,si,no,02:10,02:20
12/11/2023,41.12084,16.87257,si,Strada Urbana,Intersezione semaforizzata,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,si,09:45,09:55
12/11/2023,41.10018,16.86458,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,11:30,11:45
12/11/2023,41.10423,16.87646,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,12:20,12:30
12/11/2023,41.12383,16.79894,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,18:55,19:20
12/11/2023,41.10419,16.81553,si,Provinciale entro l'abitato,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,no,21:15,21:28
13/11/2023,41.09253,16.89257,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,08:05,08:25
13/11/2023,41.09377,16.88333,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
13/11/2023,41.11673,16.81846,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:00,00:00
13/11/2023,41.10347,16.86859,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,09:10,09:20
13/11/2023,41.13088,16.83693,si,Strada Urbana,Rettilineo,Asciutto,Con buche,Nuvoloso,Scarso,no,si,09:20,09:30
13/11/2023,41.11742,16.78081,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,09:20,09:25
13/11/2023,41.09516,16.86724,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,10:15,10:25
13/11/2023,41.1214,16.86209,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,10:35,10:40
13/11/2023,41.11438,16.85105,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,11:25,11:40
13/11/2023,41.10241991,16.884266,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,13:20,13:30
13/11/2023,41.12937,16.85132,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,14:45,14:50
13/11/2023,41.14493,16.79677,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,15:50,16:15
13/11/2023,41.0827,17.01333,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,17:45,18:10
13/11/2023,41.11764,16.88141,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,17:35,17:40
13/11/2023,41.10338,16.86304,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,18:40,18:45
13/11/2023,41.07992,16.85071,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,20:20,20:35
13/11/2023,41.16278,16.74842,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,21:15,21:30
14/11/2023,41.09215812,16.87658649,si,Strada Urbana,Pendenza,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:40,00:50
14/11/2023,41.1020504,16.88204963,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,08:15,08:30
14/11/2023,41.10719,16.88481,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Sereno,Intenso,no,no,00:00,00:00
14/11/2023,41.12816,16.85937,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,si,08:45,09:00
14/11/2023,41.14527,16.77798,no,Statale,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,08:50,09:00
14/11/2023,41.12051,16.84815,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,08:45,08:50
14/11/2023,41.12431,16.82553,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,10:30,10:40
14/11/2023,41.11656,16.86518,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,13:27,13:40
14/11/2023,41.10959,16.86584,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,13:25,13:40
14/11/2023,41.12815391,16.83785418,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,17:00,17:15
14/11/2023,41.11075,16.87374,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Intenso,no,si,17:00,17:10
14/11/2023,41.11025,16.78869,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,17:55,18:05
14/11/2023,41.10072,16.8542,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,17:35,18:00
14/11/2023,41.07396,16.87137,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,18:45,19:00
14/11/2023,41.1254,16.85812,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,18:40,18:45
14/11/2023,41.1195,16.86343,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,20:30,20:40
14/11/2023,41.11172,16.85497,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,20:40,20:50
14/11/2023,41.12592,16.86784,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:00,00:00
14/11/2023,41.09274,16.87027,si,Strada Urbana,Intersezione non regolata/non segnalata,Asciutto,Asfaltata,Sereno,Normale,si,no,00:00,00:00
15/11/2023,41.09009,16.89166,no,Statale,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,si,si,00:15,00:20
15/11/2023,41.13645,16.81901,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:40,00:55
15/11/2023,41.10892256,16.86519216,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,13:30,13:40
15/11/2023,41.11093,16.86205,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,13:45,13:55
15/11/2023,41.0991,16.86045,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,15:00,15:20
15/11/2023,41.10708412,16.87299844,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,15:15,15:20
15/11/2023,41.12434,16.87523,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,16:10,16:16
15/11/2023,41.15326,16.76658,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,19:00,19:15
15/11/2023,41.10222843,16.91105726,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,23:10,23:20
16/11/2023,41.08643,16.86899,si,Strada Urbana,Rettilineo,Asciutto,Strada pavimentata dissestata,Sereno,Normale,no,si,08:10,08:20
16/11/2023,41.12110984,16.85427706,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,09:10,09:15
16/11/2023,41.10595,16.87359,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,09:25,09:40
16/11/2023,41.07349,16.86283,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,12:35,12:45
16/11/2023,41.11298161,16.89268608,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,14:15,00:00
16/11/2023,41.096896,16.8996159,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,17:00,17:10
16/11/2023,41.13543,16.82678,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,17:40,17:50
16/11/2023,41.13071,16.83802,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,18:45,19:00
16/11/2023,41.11466,16.88025,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,19:05,19:15
17/11/2023,41.11778285,16.87435868,si,Strada Urbana,Sottopasso illuminato,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:35,00:45
17/11/2023,41.1265089,16.8650511,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,11:00,11:15
17/11/2023,41.1035,16.88093,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,12:35,12:45
17/11/2023,41.07413,16.83027,no,Provinciale,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,13:00,13:10
17/11/2023,41.12422,16.82842,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,13:30,13:38
17/11/2023,41.11039,16.86148,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,14:40,14:50
17/11/2023,41.12823,16.83781,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,16:10,16:20
17/11/2023,41.10242,16.92603,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,15:20,15:25
17/11/2023,41.11696,16.8689,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Vento forte,Intenso,no,no,17:45,18:00
